gateway_event_id,event_type,transaction_id,settlement_id,amount_minor,currency,event_at,status,reference,narration
gwe_tax_0042_0023,TAX,,set_0042_0023,2109,INR,2026-04-23T10:00:00+00:00,processed,set_0042_0023,Synthetic GST on gateway fee
gwe_set_0042_0023,SETTLEMENT,,set_0042_0023,555072,INR,2026-04-23T10:00:00+00:00,settled,UTR004200000023,Synthetic net settlement
gwe_0042_000116,PAYMENT,pay_0042_000116,set_0042_0024,31500,INR,2026-04-24T10:00:00+00:00,captured,order_0042_000116,Synthetic captured payment
gwe_0042_000117,PAYMENT,pay_0042_000117,set_0042_0024,101300,INR,2026-04-24T10:00:00+00:00,captured,order_0042_000117,Synthetic captured payment
gwe_0042_000118,PAYMENT,pay_0042_000118,set_0042_0024,84400,INR,2026-04-24T10:00:00+00:00,captured,order_0042_000118,Synthetic captured payment
gwe_0042_000119,PAYMENT,pay_0042_000119,set_0042_0024,199500,INR,2026-04-24T10:00:00+00:00,captured,order_0042_000119,Synthetic captured payment
gwe_0042_000120,PAYMENT,pay_0042_000120,set_0042_0024,141500,INR,2026-04-24T10:00:00+00:00,captured,order_0042_000120,Synthetic captured payment
gwe_fee_0042_0024,FEE,,set_0042_0024,13285,INR,2026-04-24T10:00:00+00:00,processed,set_0042_0024,Synthetic gateway fee
gwe_tax_0042_0024,TAX,,set_0042_0024,2391,INR,2026-04-24T10:00:00+00:00,processed,set_0042_0024,Synthetic GST on gateway fee
gwe_set_0042_0024,SETTLEMENT,,set_0042_0024,542524,INR,2026-04-24T10:00:00+00:00,settled,UTR004200000024,Synthetic net settlement
gwe_refund_case_0003,REFUND,prior_payment_case_0003,set_0042_0003,2500,INR,2026-04-03T10:00:00+00:00,processed,refund_case_0003,Synthetic prior-payment refund deducted in a later settlement
